applicant_age,education,home_ownership,annual_income,employment_years,credit_history_years,credit_score,previous_defaults,loan_purpose,loan_amount,loan_term_months,monthly_debt,debt_to_income,interest_rate,defaulted
43,Graduate,Own,43677.0,1.3,14.4,673.0,0,Vehicle,75234.0,24,311.0,0.085,10.22,1
66,Not Graduate,Own,61891.0,9.4,29.3,674.0,0,Debt Consolidation,10196.0,48,1583.0,0.307,9.24,0
54,Graduate,Rent,23460.0,3.2,26.9,637.0,0,Education,23973.0,72,0.0,0.0,10.82,0
50,Graduate,Own,40706.0,2.9,7.0,656.0,0,Debt Consolidation,24006.0,48,1119.0,0.33,12.53,0
34,Graduate,Mortgage,161476.0,6.2,8.0,824.0,0,Education,10010.0,12,4120.0,0.306,5.5,0
28,Graduate,Rent,74978.0,2.9,3.5,588.0,1,Home Improvement,30984.0,12,2201.0,0.352,16.65,1
47,Post Graduate,Rent,95987.0,7.4,10.9,566.0,2,Home Improvement,23053.0,60,949.0,0.119,19.27,1
26,Post Graduate,,50317.0,6.7,3.5,641.0,0,Home Improvement,9420.0,36,2185.0,0.521,13.24,1
35,Not Graduate,Own,28543.0,6.3,5.4,565.0,1,Medical,15216.0,36,466.0,0.196,15.51,1
37,Graduate,Mortgage,50566.0,5.3,3.5,,1,Debt Consolidation,60628.0,12,777.0,0.184,15.75,1
56,Post Graduate,Own,70732.0,9.2,24.4,634.0,1,Education,46621.0,60,2479.0,0.421,17.41,0
34,Not Graduate,Mortgage,110532.0,7.4,3.3,753.0,0,Debt Consolidation,19121.0,60,4054.0,0.44,10.1,0
21,Graduate,Own,90086.0,7.4,1.0,650.0,1,Vehicle,18817.0,48,2618.0,0.349,12.83,0
44,Not Graduate,Rent,49049.0,3.5,13.5,675.0,0,Medical,37235.0,36,1590.0,0.389,13.51,0
30,Not Graduate,Rent,48104.0,5.6,5.8,637.0,0,Debt Consolidation,9594.0,36,1378.0,0.344,12.67,1
38,Graduate,Rent,80111.0,3.4,10.9,667.0,1,Debt Consolidation,39202.0,24,2127.0,0.319,13.49,1
37,Not Graduate,Mortgage,25799.0,5.5,13.9,714.0,0,Business,13942.0,72,995.0,0.463,9.61,0
35,Not Graduate,Rent,19672.0,3.8,6.6,608.0,0,Vehicle,69780.0,36,378.0,0.231,13.74,1
47,Graduate,Rent,79581.0,5.4,7.2,681.0,0,Debt Consolidation,40624.0,24,2057.0,0.31,9.27,0
21,Graduate,Mortgage,58830.0,5.6,1.0,687.0,0,Education,10258.0,60,1945.0,0.397,10.4,0
32,Not Graduate,Own,25877.0,5.4,6.1,589.0,0,Business,30972.0,72,742.0,0.344,15.47,1
46,Not Graduate,Rent,18194.0,9.3,11.1,600.0,0,Home Improvement,33675.0,36,365.0,0.241,14.04,1
31,Post Graduate,Mortgage,109000.0,8.0,8.4,728.0,0,Home Improvement,9483.0,48,2358.0,0.26,8.69,0
21,Not Graduate,Own,36933.0,2.4,1.0,643.0,0,Debt Consolidation,27613.0,72,1129.0,0.367,12.82,1
45,Not Graduate,Mortgage,55919.0,5.1,11.7,652.0,0,Medical,30225.0,24,1740.0,0.373,13.51,0
50,Not Graduate,Mortgage,41475.0,6.3,22.0,628.0,1,Debt Consolidation,9066.0,60,1348.0,0.39,15.89,0
38,Not Graduate,Rent,45988.0,3.7,12.4,589.0,0,Medical,34958.0,36,1061.0,0.277,15.2,0
21,Not Graduate,Rent,35776.0,6.7,1.0,596.0,1,Debt Consolidation,26407.0,48,534.0,0.179,14.23,1
46,Graduate,Rent,55027.0,4.0,13.5,749.0,0,Education,46828.0,24,1666.0,0.363,8.52,0
21,Not Graduate,Mortgage,60550.0,5.8,1.0,632.0,0,Business,33562.0,24,257.0,0.051,13.96,0
41,Not Graduate,Own,41253.0,3.2,11.4,682.0,0,Education,15813.0,48,865.0,0.252,10.65,0
28,Not Graduate,Mortgage,,5.4,2.0,637.0,0,Debt Consolidation,14987.0,36,1436.0,0.429,13.04,1
25,Post Graduate,Own,95822.0,8.1,2.6,657.0,1,Education,23822.0,48,1651.0,0.207,13.67,0
33,Not Graduate,Rent,63255.0,8.8,9.4,694.0,0,Debt Consolidation,25494.0,24,1079.0,0.205,10.68,0
36,Graduate,Rent,34137.0,,8.2,643.0,0,Business,68551.0,60,91.0,0.032,10.26,0
31,Graduate,Rent,,16.5,2.5,668.0,0,Medical,19889.0,36,731.0,0.156,8.36,0
44,Graduate,Rent,44995.0,7.1,4.8,618.0,0,Business,16186.0,60,652.0,0.174,12.59,0
33,Graduate,Own,57307.0,8.9,9.5,743.0,0,Education,21987.0,24,623.0,0.13,8.33,0
49,Graduate,Mortgage,108585.0,11.6,9.4,698.0,0,Home Improvement,12231.0,60,1296.0,0.143,8.04,0
41,Graduate,Rent,66939.0,3.7,10.8,695.0,0,Business,46285.0,12,2528.0,0.453,11.93,0
30,Graduate,Mortgage,150830.0,8.1,6.8,801.0,0,Medical,31904.0,24,3906.0,0.311,7.59,0
28,Graduate,Rent,62870.0,6.6,2.7,678.0,0,Business,57686.0,36,426.0,0.081,11.45,0
21,Not Graduate,Mortgage,43332.0,8.3,1.0,685.0,0,Vehicle,23947.0,60,1461.0,0.405,10.54,0
41,Not Graduate,Rent,46290.0,10.1,4.8,660.0,0,Medical,15782.0,12,1449.0,0.376,12.88,1
34,Graduate,Own,60729.0,3.3,9.2,710.0,0,Business,28831.0,60,594.0,0.117,10.04,0
21,Graduate,Rent,65860.0,16.2,1.0,793.0,0,Business,36311.0,36,1085.0,0.198,8.56,0
32,Graduate,Rent,36447.0,6.0,4.3,643.0,0,Home Improvement,21375.0,72,609.0,0.201,13.13,0
28,Graduate,Own,51281.0,4.8,2.8,574.0,0,Home Improvement,68548.0,36,1555.0,0.364,16.59,1
55,Graduate,Rent,41111.0,1.0,26.3,688.0,0,Debt Consolidation,23125.0,24,1347.0,0.393,11.75,1
21,Graduate,Own,90520.0,11.2,1.0,642.0,1,Debt Consolidation,26735.0,48,2808.0,0.372,14.39,0
22,Graduate,Rent,23943.0,9.7,1.4,655.0,0,Debt Consolidation,18709.0,36,364.0,0.182,13.08,0
50,Post Graduate,Mortgage,78235.0,5.2,16.6,645.0,0,Home Improvement,18942.0,48,1189.0,0.182,10.64,1
53,Not Graduate,Rent,23585.0,1.6,23.0,679.0,0,Home Improvement,14042.0,60,551.0,0.28,13.01,0
30,Not Graduate,Own,56730.0,6.2,5.3,660.0,0,Debt Consolidation,16064.0,60,1739.0,0.368,13.31,1
31,Graduate,Mortgage,47595.0,2.2,5.1,686.0,0,Education,79197.0,36,1065.0,0.269,10.66,0
45,Graduate,Mortgage,25146.0,10.6,15.0,655.0,0,Home Improvement,38144.0,24,482.0,0.23,10.18,1
21,Post Graduate,Rent,111398.0,5.1,1.0,767.0,0,Vehicle,,36,1421.0,0.153,7.54,0
21,Graduate,Own,18354.0,3.1,1.0,474.0,1,Debt Consolidation,19710.0,36,580.0,0.379,20.11,1
35,Not Graduate,Rent,46047.0,6.8,11.4,682.0,0,Business,75322.0,60,1085.0,0.283,9.5,0
55,Post Graduate,Own,99498.0,7.4,7.9,700.0,0,Business,24112.0,48,1294.0,0.156,9.35,0
33,Not Graduate,Own,86775.0,7.9,10.0,639.0,1,Home Improvement,11084.0,60,1682.0,0.233,15.29,0
39,Graduate,Mortgage,27596.0,,5.6,747.0,0,Debt Consolidation,36730.0,48,757.0,0.329,9.19,0
50,Not Graduate,Mortgage,37025.0,10.0,18.5,658.0,0,Debt Consolidation,16989.0,48,1204.0,0.39,12.36,0
61,Graduate,Rent,92748.0,5.2,29.0,762.0,0,Medical,11449.0,48,1967.0,0.254,6.58,0
32,Graduate,Rent,95612.0,1.2,4.0,658.0,0,Education,15509.0,36,2919.0,0.366,12.3,0
38,Graduate,Rent,101350.0,5.5,4.5,715.0,0,Debt Consolidation,35534.0,36,2586.0,0.306,11.94,1
58,Post Graduate,Own,230861.0,5.5,25.2,850.0,0,Business,36054.0,24,1796.0,0.093,5.5,0
21,Not Graduate,Rent,37147.0,5.4,1.0,609.0,0,Debt Consolidation,16458.0,36,663.0,0.214,13.06,0
49,Graduate,Own,67344.0,6.9,14.3,781.0,0,Business,49432.0,60,304.0,0.054,7.46,1
27,Graduate,Own,48745.0,14.2,4.7,740.0,0,Business,24221.0,60,1734.0,0.427,11.33,0
39,Not Graduate,Mortgage,19202.0,5.6,6.5,592.0,0,Debt Consolidation,11503.0,12,810.0,0.506,17.03,1
35,Post Graduate,Rent,70008.0,6.0,3.6,723.0,0,Debt Consolidation,13776.0,36,616.0,0.106,9.3,1
27,Graduate,Rent,23215.0,4.1,5.6,610.0,0,Vehicle,28627.0,60,626.0,0.324,12.16,1
27,Graduate,Rent,,5.6,4.4,607.0,0,Vehicle,18380.0,48,1572.0,0.419,15.64,1
41,Post Graduate,Own,37654.0,8.0,12.5,647.0,0,Debt Consolidation,29968.0,24,1094.0,0.349,12.37,0
49,Post Graduate,Rent,88818.0,8.1,11.4,613.0,1,Home Improvement,52147.0,60,1778.0,0.24,14.67,0
37,Post Graduate,Rent,51355.0,12.1,13.9,751.0,0,Debt Consolidation,20000.0,60,619.0,0.145,7.07,0
39,Graduate,Rent,25506.0,1.5,6.1,589.0,0,Medical,,36,133.0,0.063,13.99,1
44,Graduate,Mortgage,84082.0,9.4,7.1,780.0,0,Medical,26997.0,60,734.0,0.105,7.98,0
27,Graduate,Mortgage,43404.0,8.6,2.7,596.0,1,Home Improvement,25669.0,60,1708.0,0.472,16.27,1
46,Graduate,Rent,46890.0,2.0,17.0,664.0,0,Home Improvement,13574.0,48,1386.0,0.355,12.94,0
47,Post Graduate,Rent,46951.0,12.0,9.0,600.0,1,Business,31521.0,60,1024.0,0.262,17.02,0
67,Graduate,Own,95519.0,2.3,17.9,818.0,0,Debt Consolidation,24669.0,12,3690.0,0.464,7.79,0
34,Not Graduate,Rent,52748.0,8.1,7.3,684.0,0,Education,42953.0,48,1104.0,0.251,11.02,0
33,Post Graduate,,55324.0,1.3,7.7,573.0,1,Debt Consolidation,20380.0,60,1777.0,0.385,17.2,1
46,Post Graduate,Own,30808.0,3.1,7.2,676.0,0,Home Improvement,35875.0,36,1121.0,0.437,11.5,0
47,Not Graduate,Mortgage,144543.0,8.2,16.2,844.0,0,Business,39074.0,36,1253.0,0.104,5.52,0
32,Post Graduate,Mortgage,177651.0,8.4,5.1,792.0,0,Debt Consolidation,48345.0,48,6785.0,0.458,9.52,0
34,Graduate,Own,109032.0,5.3,5.6,740.0,0,Education,50488.0,48,3359.0,0.37,9.79,0
44,Graduate,Rent,41505.0,12.6,5.5,603.0,0,Medical,27862.0,60,578.0,0.167,12.94,0
29,Graduate,Own,45459.0,8.1,7.2,673.0,0,Education,,60,820.0,0.216,11.77,0
33,Post Graduate,Rent,87305.0,10.2,8.1,748.0,0,Education,52468.0,60,690.0,0.095,7.0,0
39,Post Graduate,Own,48758.0,5.4,4.6,610.0,1,Medical,31166.0,72,1235.0,0.304,17.05,1
49,Graduate,Mortgage,36489.0,2.8,12.0,616.0,0,Debt Consolidation,32951.0,48,770.0,0.253,14.66,0
31,Graduate,Rent,109793.0,2.8,2.5,694.0,0,Home Improvement,35421.0,36,2397.0,0.262,11.27,0
21,Graduate,Own,55558.0,4.7,1.0,599.0,1,Business,92644.0,36,1145.0,0.247,15.3,1
21,Graduate,Rent,34409.0,3.2,1.0,610.0,1,Debt Consolidation,30090.0,24,704.0,0.246,15.17,1
24,Not Graduate,Rent,71700.0,3.1,1.0,679.0,0,Vehicle,42231.0,36,760.0,0.127,8.66,0
24,Graduate,Own,43991.0,,3.1,618.0,0,Business,26322.0,36,76.0,0.021,11.33,0
36,Not Graduate,Mortgage,19165.0,4.9,6.7,671.0,0,Business,,36,936.0,0.586,13.95,1
25,Not Graduate,Own,28026.0,1.7,1.7,624.0,0,Debt Consolidation,36215.0,72,539.0,0.231,12.16,0
30,Graduate,Rent,45142.0,4.9,2.6,660.0,0,Vehicle,23390.0,60,1502.0,0.399,15.22,0
29,Graduate,Rent,62880.0,1.4,2.5,696.0,0,Medical,22315.0,60,1391.0,0.265,10.12,1
33,Post Graduate,Own,78759.0,4.6,9.4,706.0,0,Debt Consolidation,25081.0,24,1620.0,0.247,9.2,1
53,Not Graduate,Own,81149.0,8.0,16.1,,0,Education,28360.0,12,3194.0,0.472,11.9,0
45,Graduate,,51192.0,3.1,17.3,684.0,0,Debt Consolidation,31741.0,12,537.0,0.126,10.81,0
38,Graduate,Own,46187.0,6.9,5.9,715.0,0,Home Improvement,25382.0,36,1028.0,0.267,11.51,0
33,Post Graduate,Mortgage,127661.0,6.6,5.0,845.0,0,Education,11809.0,24,2176.0,0.205,5.5,0
33,Not Graduate,Mortgage,72545.0,,5.8,567.0,1,Debt Consolidation,75051.0,24,1160.0,0.192,15.64,1
42,Not Graduate,Rent,42425.0,1.6,10.4,726.0,0,Education,32744.0,24,386.0,0.109,8.19,0
44,Not Graduate,Own,53261.0,12.9,5.8,608.0,1,Vehicle,32833.0,60,1850.0,0.417,17.63,0
28,Post Graduate,Mortgage,58863.0,9.4,1.7,682.0,0,Business,37186.0,72,506.0,0.103,12.15,0
38,Graduate,Mortgage,33760.0,3.7,14.7,592.0,2,Debt Consolidation,46603.0,24,1132.0,0.402,17.94,1
21,Not Graduate,Own,125531.0,13.6,1.0,758.0,0,Vehicle,29043.0,24,837.0,0.08,7.41,0
40,Graduate,Own,44629.0,9.2,4.3,658.0,0,Debt Consolidation,23837.0,36,414.0,0.111,12.75,0
46,Not Graduate,Rent,53332.0,8.3,17.5,611.0,1,Business,33331.0,48,1461.0,0.329,16.57,1
35,Post Graduate,,36863.0,2.3,6.2,644.0,0,Education,56287.0,36,1166.0,0.38,12.41,1
58,Post Graduate,Mortgage,101546.0,8.3,26.2,805.0,0,Debt Consolidation,31613.0,36,1681.0,0.199,5.5,0
28,Not Graduate,Mortgage,27144.0,10.8,6.3,629.0,0,Debt Consolidation,27741.0,24,573.0,0.253,12.21,0
40,Not Graduate,Rent,99372.0,6.1,3.9,715.0,1,Debt Consolidation,22259.0,36,1842.0,0.222,12.49,0
38,Post Graduate,Rent,163684.0,7.0,14.3,803.0,0,Debt Consolidation,23711.0,12,5883.0,0.431,6.08,0
37,Post Graduate,Mortgage,94033.0,8.0,4.9,749.0,0,Education,51244.0,48,2636.0,0.336,9.36,0
37,Not Graduate,Own,49180.0,11.5,6.3,688.0,0,Medical,14011.0,60,1785.0,0.436,11.37,0
39,Graduate,Mortgage,52348.0,7.4,11.0,742.0,0,Debt Consolidation,40877.0,72,615.0,0.141,7.6,1
47,Graduate,Rent,55748.0,7.9,17.2,605.0,1,Home Improvement,41716.0,36,1459.0,0.314,15.33,1
53,Post Graduate,Mortgage,87642.0,6.8,9.5,752.0,0,Business,42989.0,60,2680.0,0.367,10.15,0
38,Not Graduate,Mortgage,48627.0,13.8,4.8,792.0,0,Debt Consolidation,25478.0,36,1775.0,0.438,8.73,0
47,Not Graduate,Rent,72643.0,,9.8,648.0,0,Education,12518.0,36,2099.0,0.347,13.86,0
30,Not Graduate,Rent,,7.8,3.9,609.0,0,Debt Consolidation,40753.0,24,135.0,0.052,11.72,0
46,Graduate,Mortgage,113282.0,11.9,10.0,850.0,0,Education,11763.0,36,2452.0,0.26,5.5,0
30,Graduate,Rent,47089.0,4.4,2.9,648.0,0,Business,41851.0,60,1653.0,0.421,13.3,0
50,Not Graduate,Mortgage,33386.0,15.2,24.0,729.0,0,Home Improvement,29105.0,72,1189.0,0.427,10.28,0
62,Graduate,Own,67049.0,4.1,29.0,729.0,0,Vehicle,43149.0,36,2613.0,0.468,9.95,0
37,Not Graduate,Own,56585.0,3.2,13.7,758.0,0,Debt Consolidation,17281.0,60,1767.0,0.375,6.84,0
21,Not Graduate,Rent,21377.0,8.0,1.0,561.0,0,Vehicle,16817.0,24,0.0,0.0,14.98,1
32,Not Graduate,Mortgage,37611.0,4.0,2.7,692.0,0,Debt Consolidation,37950.0,60,356.0,0.114,6.77,0
52,Graduate,Mortgage,21431.0,13.4,16.7,623.0,0,Debt Consolidation,25747.0,12,688.0,0.385,14.57,0
44,Not Graduate,Mortgage,34457.0,18.0,13.8,643.0,0,Debt Consolidation,9326.0,36,304.0,0.106,12.43,0
41,Graduate,Mortgage,42844.0,3.2,12.3,622.0,0,Medical,23113.0,60,1145.0,0.321,14.17,0
49,Graduate,Own,65112.0,3.0,7.0,676.0,0,Home Improvement,76440.0,36,1164.0,0.215,11.01,0
43,Graduate,Mortgage,39954.0,2.9,16.6,644.0,0,Vehicle,38244.0,24,228.0,0.068,8.97,0
51,Graduate,Own,44446.0,,15.3,567.0,1,Home Improvement,14734.0,72,522.0,0.141,14.56,0
48,Post Graduate,Own,131086.0,3.9,11.6,739.0,0,Business,49436.0,36,5017.0,0.459,9.18,1
55,Post Graduate,Rent,184563.0,10.6,17.6,770.0,1,Vehicle,48559.0,12,5991.0,0.39,12.5,0
42,Graduate,Rent,37631.0,8.2,4.5,619.0,0,Vehicle,10952.0,36,684.0,0.218,14.14,1
48,Not Graduate,Mortgage,73881.0,5.2,8.9,714.0,0,Medical,19800.0,48,2663.0,0.433,10.64,1
35,Not Graduate,Rent,55607.0,7.6,12.3,671.0,0,Education,57800.0,36,1968.0,0.425,11.63,0
31,Not Graduate,Mortgage,21356.0,2.4,5.9,439.0,1,Medical,10029.0,60,440.0,0.247,21.48,1
57,Post Graduate,Mortgage,51064.0,6.2,8.5,677.0,0,Debt Consolidation,24247.0,24,905.0,0.213,11.97,0
40,Not Graduate,Own,12000.0,6.8,7.3,660.0,0,Vehicle,25126.0,48,52.0,0.052,11.16,0
47,Graduate,Rent,65881.0,6.6,8.1,613.0,1,Vehicle,22504.0,24,2191.0,0.399,14.48,1
39,Graduate,Mortgage,35082.0,3.8,14.7,613.0,0,Home Improvement,60278.0,24,208.0,0.071,14.15,1
32,Not Graduate,Rent,49603.0,3.7,8.4,699.0,0,Debt Consolidation,55396.0,24,785.0,0.19,10.68,1
38,Post Graduate,Mortgage,231837.0,8.6,9.5,850.0,0,Debt Consolidation,23948.0,24,1821.0,0.094,5.5,1
54,Not Graduate,Own,95651.0,8.3,26.8,772.0,0,Vehicle,16165.0,48,1467.0,0.184,7.96,0
44,Graduate,Own,40330.0,1.3,10.0,652.0,0,Medical,46708.0,60,657.0,0.195,13.16,1
21,Graduate,Own,36172.0,1.3,1.0,671.0,0,Home Improvement,43313.0,60,690.0,0.229,11.75,1
36,Post Graduate,Own,130444.0,17.2,7.7,834.0,0,Vehicle,28022.0,48,1619.0,0.149,5.71,0
58,Graduate,Rent,36237.0,7.0,27.5,720.0,0,Education,40546.0,36,694.0,0.23,11.3,0
36,Not Graduate,Rent,72952.0,6.6,12.1,755.0,0,Vehicle,40382.0,36,2866.0,0.471,8.91,0
21,Not Graduate,Rent,159962.0,3.3,1.0,736.0,0,Debt Consolidation,17483.0,36,1439.0,0.108,7.4,0
59,Graduate,Mortgage,77183.0,4.8,11.5,780.0,0,Debt Consolidation,20400.0,36,2328.0,0.362,7.69,0
46,Graduate,Rent,97033.0,4.0,7.9,598.0,0,Education,28370.0,48,1210.0,0.15,14.44,0
37,Graduate,Rent,92098.0,10.6,6.2,797.0,0,Business,13184.0,48,2404.0,0.313,8.43,0
34,Graduate,Rent,44325.0,10.3,4.5,566.0,1,Business,31623.0,60,392.0,0.106,16.4,1
50,Not Graduate,Own,53217.0,7.0,12.9,638.0,1,Medical,14999.0,24,2057.0,0.464,14.56,1
32,Not Graduate,Rent,30368.0,6.4,6.1,636.0,1,Debt Consolidation,31078.0,24,163.0,0.064,15.52,1
51,Graduate,Mortgage,101770.0,7.8,7.3,767.0,0,Home Improvement,15224.0,72,1134.0,0.134,6.25,0
44,Not Graduate,Rent,28660.0,6.4,18.3,691.0,0,Debt Consolidation,35817.0,36,947.0,0.397,10.99,0
41,Graduate,Mortgage,78077.0,8.6,3.8,672.0,1,Medical,26211.0,72,2353.0,0.362,13.01,0
40,Graduate,Rent,94776.0,12.6,5.4,683.0,0,Debt Consolidation,26742.0,36,2031.0,0.257,12.25,0
36,Not Graduate,Own,37433.0,5.6,3.0,590.0,0,Home Improvement,36609.0,12,590.0,0.189,13.8,1
50,Not Graduate,Rent,33762.0,3.4,24.3,699.0,0,Education,39175.0,36,1012.0,0.36,12.84,0
28,Not Graduate,Mortgage,43269.0,6.5,3.5,577.0,1,Business,33498.0,24,1714.0,0.475,18.56,1
21,Graduate,Mortgage,38117.0,4.1,1.0,624.0,0,Debt Consolidation,28839.0,60,1108.0,0.349,12.58,0
45,Not Graduate,Rent,50108.0,2.0,6.4,710.0,0,Debt Consolidation,19472.0,36,372.0,0.089,8.95,0
45,Graduate,Mortgage,37698.0,2.8,10.4,704.0,0,Business,26119.0,36,1374.0,0.437,10.66,0
43,Post Graduate,Rent,49852.0,11.6,18.5,680.0,0,Debt Consolidation,67461.0,36,1671.0,0.402,13.43,0
42,Not Graduate,Own,59734.0,6.2,11.7,644.0,1,Debt Consolidation,25305.0,24,1937.0,0.389,15.84,1
34,Post Graduate,Mortgage,,4.7,5.7,657.0,0,Home Improvement,28101.0,48,1110.0,0.138,9.65,0
47,Graduate,Rent,49907.0,6.8,11.2,547.0,1,Debt Consolidation,27107.0,24,626.0,0.151,17.69,0
37,Graduate,Own,27149.0,4.4,4.3,595.0,0,Debt Consolidation,34694.0,48,541.0,0.239,14.0,1
33,Not Graduate,Rent,79097.0,11.8,6.6,724.0,0,Business,28309.0,36,1809.0,0.274,8.33,0
35,Graduate,Mortgage,46547.0,17.1,6.8,604.0,1,Business,29846.0,60,931.0,0.24,14.65,0
60,Not Graduate,Rent,118136.0,4.5,25.9,818.0,0,Education,47351.0,48,3289.0,0.334,6.5,0
21,Not Graduate,Mortgage,44001.0,5.5,1.0,648.0,0,Home Improvement,12481.0,60,323.0,0.088,9.03,0
43,Post Graduate,Rent,77494.0,7.4,6.2,756.0,0,Education,31345.0,12,2591.0,0.401,9.49,0
21,Graduate,Mortgage,46897.0,2.6,1.0,666.0,0,Education,18007.0,60,647.0,0.166,11.31,0
37,Post Graduate,Rent,81340.0,1.4,11.1,663.0,0,Business,12647.0,48,3149.0,0.465,12.54,0
33,Graduate,Own,240000.0,11.0,6.5,850.0,0,Debt Consolidation,27047.0,24,7181.0,0.359,5.78,0
21,Graduate,Rent,48677.0,4.7,1.0,616.0,0,Home Improvement,14989.0,24,1741.0,0.429,14.04,0
42,Not Graduate,Rent,82942.0,4.4,15.8,747.0,0,Business,18339.0,60,1438.0,0.208,7.36,0
34,Graduate,Rent,59325.0,7.6,10.7,606.0,1,Medical,96687.0,36,825.0,0.167,14.42,1
21,Post Graduate,Own,123632.0,3.4,1.0,796.0,0,Education,38107.0,24,4158.0,0.404,7.0,0
47,Post Graduate,Rent,30562.0,4.4,20.5,708.0,0,Home Improvement,38624.0,48,697.0,0.274,10.98,0
54,Post Graduate,Own,174916.0,2.6,21.5,751.0,1,Education,27466.0,36,4515.0,0.31,9.59,0
54,Post Graduate,Mortgage,,1.6,19.7,717.0,0,Vehicle,14665.0,36,2056.0,0.29,9.45,0
42,Not Graduate,Rent,41401.0,4.3,11.8,806.0,0,Business,34859.0,24,1214.0,0.352,7.28,0
39,Graduate,Rent,85519.0,3.3,3.7,647.0,0,Business,31405.0,36,2517.0,0.353,11.14,0
53,Post Graduate,Rent,77778.0,3.1,17.8,694.0,0,Vehicle,9815.0,60,2589.0,0.399,10.91,0
57,Graduate,Rent,33978.0,6.0,25.1,670.0,0,Education,75751.0,60,809.0,0.286,11.7,0
50,Not Graduate,Own,15695.0,9.2,24.4,635.0,0,Business,36349.0,36,629.0,0.481,14.05,0
28,Not Graduate,,106221.0,9.3,3.7,700.0,0,Debt Consolidation,17889.0,36,2911.0,0.329,11.22,0
40,Not Graduate,Rent,42246.0,9.1,16.3,692.0,0,Debt Consolidation,30265.0,60,1099.0,0.312,10.19,0
43,Graduate,Rent,43225.0,,6.7,676.0,0,Medical,10865.0,60,1380.0,0.383,10.74,0
21,Graduate,Own,44764.0,5.7,1.0,583.0,0,Debt Consolidation,16885.0,24,778.0,0.209,13.81,1
43,Graduate,Rent,110085.0,4.2,12.8,734.0,0,Debt Consolidation,65845.0,60,3507.0,0.382,10.12,0
63,Graduate,Own,45682.0,3.7,26.0,674.0,0,Debt Consolidation,,60,1078.0,0.283,11.19,0
45,Graduate,Mortgage,76112.0,3.8,13.7,665.0,0,Vehicle,28002.0,36,2261.0,0.356,10.97,0
54,Graduate,Rent,48992.0,2.9,27.5,754.0,0,Education,29939.0,60,990.0,0.242,10.95,0
40,Graduate,Own,32381.0,6.9,4.2,543.0,1,Education,25700.0,48,1215.0,0.45,17.86,1
37,Not Graduate,Mortgage,70061.0,10.7,7.5,656.0,0,Vehicle,21031.0,60,632.0,0.108,9.81,0
42,Graduate,Mortgage,93559.0,4.1,16.3,781.0,0,Business,133000.0,36,1373.0,0.176,6.47,0
29,Not Graduate,Mortgage,34402.0,3.9,2.6,616.0,1,Medical,15429.0,36,764.0,0.266,16.22,0
27,Graduate,Mortgage,55995.0,1.4,3.8,667.0,0,Home Improvement,17298.0,36,1906.0,0.408,13.02,0
52,Not Graduate,Own,48786.0,8.3,16.5,591.0,1,Business,50009.0,36,866.0,0.213,17.84,1
53,Graduate,Own,69585.0,1.2,23.0,638.0,1,Medical,11440.0,48,1839.0,0.317,13.64,1
27,Not Graduate,Mortgage,113395.0,6.2,5.4,720.0,0,Vehicle,49596.0,36,4318.0,0.457,10.45,1
49,Not Graduate,Mortgage,40369.0,3.5,10.0,658.0,0,Debt Consolidation,25321.0,24,1585.0,0.471,14.14,0
37,Not Graduate,Mortgage,40257.0,5.0,10.6,696.0,0,Debt Consolidation,30363.0,60,1627.0,0.485,10.61,0
42,Graduate,Rent,52634.0,6.4,11.7,616.0,1,Medical,27285.0,24,619.0,0.141,15.92,1
43,Not Graduate,Mortgage,30563.0,6.2,13.9,666.0,0,Business,31677.0,60,255.0,0.1,10.93,1
49,Graduate,Rent,26240.0,10.0,8.9,639.0,0,Education,46800.0,48,493.0,0.225,11.58,1
39,Graduate,Rent,60488.0,1.2,6.7,697.0,0,Debt Consolidation,40431.0,36,2303.0,0.457,9.7,1
54,Graduate,Rent,72206.0,9.3,18.1,754.0,0,Medical,30810.0,60,2476.0,0.411,9.94,1
41,Not Graduate,Rent,46754.0,,3.8,585.0,0,Home Improvement,12297.0,36,681.0,0.175,15.72,1
45,Graduate,Mortgage,55369.0,10.6,16.0,,0,Vehicle,23347.0,36,2057.0,0.446,13.83,0
29,Not Graduate,Rent,31167.0,5.9,2.6,552.0,1,Business,35914.0,24,1010.0,0.389,18.56,1
62,Graduate,Own,63805.0,2.1,32.6,782.0,0,Vehicle,73550.0,48,2358.0,0.443,8.84,0
43,Graduate,Own,61478.0,5.4,16.8,758.0,0,Education,12995.0,60,838.0,0.164,9.0,0
46,Graduate,Rent,70524.0,8.1,15.1,757.0,0,Home Improvement,19910.0,36,2168.0,0.369,10.4,0
21,Graduate,Rent,65884.0,9.0,1.0,608.0,1,Home Improvement,51271.0,36,1347.0,0.245,12.27,0
29,Not Graduate,Own,55757.0,5.6,7.3,669.0,1,Education,16876.0,72,443.0,0.095,12.21,0
52,Not Graduate,Mortgage,84542.0,5.2,21.6,719.0,0,Education,19698.0,48,337.0,0.048,8.09,0
41,Not Graduate,Rent,60418.0,6.5,12.2,686.0,0,Debt Consolidation,71018.0,48,1793.0,0.356,11.68,1
21,Graduate,Rent,70705.0,9.8,1.0,492.0,2,Business,46690.0,60,1838.0,0.312,21.2,1
49,Graduate,,26000.0,4.4,20.3,657.0,0,Home Improvement,45337.0,36,505.0,0.233,12.36,1
